awardYear,category,categoryFullName,dateAwarded,prizeAmount,prizeAmountAdjusted,linksHref,laureateID,laureateName,laureateSortOrder
1958,Chemistry,The Nobel Prize in Chemistry,1958-10-28,214559,2998180,https://api.nobelprize.org/2/nobelPrize/che/1958,222,Frederick Sanger,1
1958,Literature,The Nobel Prize in Literature,1958-10-28,214559,2998180,https://api.nobelprize.org/2/nobelPrize/lit/1958,629,Boris Pasternak,1
1958,Peace,The Nobel Peace Prize,1958-11-10,214559,2998180,https://api.nobelprize.org/2/nobelPrize/pea/1958,517,Georges Pire,1
1958,Physics,The Nobel Prize in Physics,1958-10-28,214559,2998180,https://api.nobelprize.org/2/nobelPrize/phy/1958,70,Pavel A. Cherenkov,1
1958,Physics,The Nobel Prize in Physics,1958-10-28,214559,2998180,https://api.nobelprize.org/2/nobelPrize/phy/1958,721,Il´ja M. Frank,2
1958,Physics,The Nobel Prize in Physics,1958-10-28,214559,2998180,https://api.nobelprize.org/2/nobelPrize/phy/1958,71,Igor Y. Tamm,3
1958,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1958-10-30,214559,2998180,https://api.nobelprize.org/2/nobelPrize/med/1958,364,George Beadle,1
1958,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1958-10-30,214559,2998180,https://api.nobelprize.org/2/nobelPrize/med/1958,365,Edward Tatum,2
1958,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1958-10-30,214559,2998180,https://api.nobelprize.org/2/nobelPrize/med/1958,366,Joshua Lederberg,3
1959,Chemistry,The Nobel Prize in Chemistry,1959-10-26,220678,3063530,https://api.nobelprize.org/2/nobelPrize/che/1959,223,Jaroslav Heyrovsky,1
1959,Literature,The Nobel Prize in Literature,1959-10-22,220678,3063530,https://api.nobelprize.org/2/nobelPrize/lit/1959,630,Salvatore Quasimodo,1
1959,Peace,The Nobel Peace Prize,1959-11-05,220678,3063530,https://api.nobelprize.org/2/nobelPrize/pea/1959,518,Philip Noel-Baker,1
1959,Physics,The Nobel Prize in Physics,1959-10-26,220678,3063530,https://api.nobelprize.org/2/nobelPrize/phy/1959,72,Emilio Segrè,1
1959,Physics,The Nobel Prize in Physics,1959-10-26,220678,3063530,https://api.nobelprize.org/2/nobelPrize/phy/1959,73,Owen Chamberlain,2
1959,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1959-10-15,220678,3063530,https://api.nobelprize.org/2/nobelPrize/med/1959,367,Severo Ochoa,1
1959,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1959-10-15,220678,3063530,https://api.nobelprize.org/2/nobelPrize/med/1959,368,Arthur Kornberg,2
1960,Chemistry,The Nobel Prize in Chemistry,1960-11-03,225987,3018845,https://api.nobelprize.org/2/nobelPrize/che/1960,224,Willard F. Libby,1
1960,Literature,The Nobel Prize in Literature,1960-10-26,225987,3018845,https://api.nobelprize.org/2/nobelPrize/lit/1960,631,Saint-John Perse,1
1960,Peace,The Nobel Peace Prize,1961-10-23,225987,3018845,https://api.nobelprize.org/2/nobelPrize/pea/1960,519,Albert Lutuli,1
1960,Physics,The Nobel Prize in Physics,1960-11-03,225987,3018845,https://api.nobelprize.org/2/nobelPrize/phy/1960,74,Donald A. Glaser,1
1960,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1960-10-20,225987,3018845,https://api.nobelprize.org/2/nobelPrize/med/1960,369,Sir Frank Macfarlane Burnet,1
1960,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1960-10-20,225987,3018845,https://api.nobelprize.org/2/nobelPrize/med/1960,370,Peter Medawar,2
1961,Chemistry,The Nobel Prize in Chemistry,1961-11-02,250233,3260705,https://api.nobelprize.org/2/nobelPrize/che/1961,225,Melvin Calvin,1
1961,Literature,The Nobel Prize in Literature,1961-10-26,250233,3260705,https://api.nobelprize.org/2/nobelPrize/lit/1961,633,Ivo Andrić,1
1961,Peace,The Nobel Peace Prize,1961-10-23,250233,3260705,https://api.nobelprize.org/2/nobelPrize/pea/1961,520,Dag Hammarskjöld,1
1961,Physics,The Nobel Prize in Physics,1961-11-02,250233,3260705,https://api.nobelprize.org/2/nobelPrize/phy/1961,75,Robert Hofstadter,1
1961,Physics,The Nobel Prize in Physics,1961-11-02,250233,3260705,https://api.nobelprize.org/2/nobelPrize/phy/1961,76,Rudolf Mössbauer,2
1961,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1961-10-19,250233,3260705,https://api.nobelprize.org/2/nobelPrize/med/1961,371,Georg von Békésy,1
1962,Chemistry,The Nobel Prize in Chemistry,1962-11-01,257220,3213737,https://api.nobelprize.org/2/nobelPrize/che/1962,226,Max F. Perutz,1
1962,Chemistry,The Nobel Prize in Chemistry,1962-11-01,257220,3213737,https://api.nobelprize.org/2/nobelPrize/che/1962,227,John C. Kendrew,2
1962,Literature,The Nobel Prize in Literature,1962-10-05,257220,3213737,https://api.nobelprize.org/2/nobelPrize/lit/1962,634,John Steinbeck,1
1962,Peace,The Nobel Peace Prize,1963-10-10,257220,3213737,https://api.nobelprize.org/2/nobelPrize/pea/1962,217,Linus Pauling,1
1962,Physics,The Nobel Prize in Physics,1962-11-01,257220,3213737,https://api.nobelprize.org/2/nobelPrize/phy/1962,77,Lev Landau,1
1962,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1962-10-18,257220,3213737,https://api.nobelprize.org/2/nobelPrize/med/1962,372,Francis Crick,1
1962,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1962-10-18,257220,3213737,https://api.nobelprize.org/2/nobelPrize/med/1962,373,James Watson,2
1962,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1962-10-18,257220,3213737,https://api.nobelprize.org/2/nobelPrize/med/1962,374,Maurice Wilkins,3
1963,Chemistry,The Nobel Prize in Chemistry,1963-11-05,265000,3216343,https://api.nobelprize.org/2/nobelPrize/che/1963,228,Karl Ziegler,1
1963,Chemistry,The Nobel Prize in Chemistry,1963-11-05,265000,3216343,https://api.nobelprize.org/2/nobelPrize/che/1963,229,Giulio Natta,2
1963,Literature,The Nobel Prize in Literature,1963-10-24,265000,3216343,https://api.nobelprize.org/2/nobelPrize/lit/1963,635,Giorgos Seferis,1
1963,Peace,The Nobel Peace Prize,1963-10-10,265000,3216343,https://api.nobelprize.org/2/nobelPrize/pea/1963,482,,1
1963,Peace,The Nobel Peace Prize,1963-10-10,265000,3216343,https://api.nobelprize.org/2/nobelPrize/pea/1963,523,,2
1963,Physics,The Nobel Prize in Physics,1963-11-05,265000,3216343,https://api.nobelprize.org/2/nobelPrize/phy/1963,78,Eugene Wigner,1
1963,Physics,The Nobel Prize in Physics,1963-11-05,265000,3216343,https://api.nobelprize.org/2/nobelPrize/phy/1963,79,Maria Goeppert Mayer,2
1963,Physics,The Nobel Prize in Physics,1963-11-05,265000,3216343,https://api.nobelprize.org/2/nobelPrize/phy/1963,80,J. Hans D. Jensen,3
1963,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1963-10-17,265000,3216343,https://api.nobelprize.org/2/nobelPrize/med/1963,375,Sir John Eccles,1
1963,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1963-10-17,265000,3216343,https://api.nobelprize.org/2/nobelPrize/med/1963,376,Alan Hodgkin,2
1963,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1963-10-17,265000,3216343,https://api.nobelprize.org/2/nobelPrize/med/1963,377,Andrew Huxley,3
1964,Chemistry,The Nobel Prize in Chemistry,1964-10-29,273000,3203602,https://api.nobelprize.org/2/nobelPrize/che/1964,230,Dorothy Crowfoot Hodgkin,1
1964,Literature,The Nobel Prize in Literature,1964-10-22,273000,3203602,https://api.nobelprize.org/2/nobelPrize/lit/1964,637,Jean-Paul Sartre,1
1964,Peace,The Nobel Peace Prize,1964-10-14,273000,3203602,https://api.nobelprize.org/2/nobelPrize/pea/1964,524,Martin Luther King Jr.,1
1964,Physics,The Nobel Prize in Physics,1964-10-29,273000,3203602,https://api.nobelprize.org/2/nobelPrize/phy/1964,81,Charles H. Townes,1
1964,Physics,The Nobel Prize in Physics,1964-10-29,273000,3203602,https://api.nobelprize.org/2/nobelPrize/phy/1964,82,Nicolay G. Basov,2
1964,Physics,The Nobel Prize in Physics,1964-10-29,273000,3203602,https://api.nobelprize.org/2/nobelPrize/phy/1964,83,Aleksandr M. Prokhorov,3
1964,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1964-10-15,273000,3203602,https://api.nobelprize.org/2/nobelPrize/med/1964,378,Konrad Bloch,1
1964,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1964-10-15,273000,3203602,https://api.nobelprize.org/2/nobelPrize/med/1964,379,Feodor Lynen,2
1965,Chemistry,The Nobel Prize in Chemistry,1965-10-21,282000,3152463,https://api.nobelprize.org/2/nobelPrize/che/1965,231,Robert B. Woodward,1
1965,Literature,The Nobel Prize in Literature,1965-10-15,282000,3152463,https://api.nobelprize.org/2/nobelPrize/lit/1965,638,Mikhail Sholokhov,1
1965,Peace,The Nobel Peace Prize,1965-10-25,282000,3152463,https://api.nobelprize.org/2/nobelPrize/pea/1965,525,,1
1965,Physics,The Nobel Prize in Physics,1965-10-21,282000,3152463,https://api.nobelprize.org/2/nobelPrize/phy/1965,84,Sin-Itiro Tomonaga,1
1965,Physics,The Nobel Prize in Physics,1965-10-21,282000,3152463,https://api.nobelprize.org/2/nobelPrize/phy/1965,85,Julian Schwinger,2
1965,Physics,The Nobel Prize in Physics,1965-10-21,282000,3152463,https://api.nobelprize.org/2/nobelPrize/phy/1965,86,Richard P. Feynman,3
1965,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1965-10-14,282000,3152463,https://api.nobelprize.org/2/nobelPrize/med/1965,380,François Jacob,1
1965,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1965-10-14,282000,3152463,https://api.nobelprize.org/2/nobelPrize/med/1965,381,André Lwoff,2
1965,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1965-10-14,282000,3152463,https://api.nobelprize.org/2/nobelPrize/med/1965,382,Jacques Monod,3
1966,Chemistry,The Nobel Prize in Chemistry,1966-11-03,300000,3154455,https://api.nobelprize.org/2/nobelPrize/che/1966,232,Robert S. Mulliken,1
1966,Literature,The Nobel Prize in Literature,1966-10-20,300000,3154455,https://api.nobelprize.org/2/nobelPrize/lit/1966,639,Shmuel Agnon,1
1966,Literature,The Nobel Prize in Literature,1966-10-20,300000,3154455,https://api.nobelprize.org/2/nobelPrize/lit/1966,640,Nelly Sachs,2
1966,Physics,The Nobel Prize in Physics,1966-11-03,300000,3154455,https://api.nobelprize.org/2/nobelPrize/phy/1966,87,Alfred Kastler,1
1966,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1966-10-13,300000,3154455,https://api.nobelprize.org/2/nobelPrize/med/1966,383,Peyton Rous,1
1966,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1966-10-13,300000,3154455,https://api.nobelprize.org/2/nobelPrize/med/1966,384,Charles B. Huggins,2
1967,Chemistry,The Nobel Prize in Chemistry,1967-10-30,320000,3221232,https://api.nobelprize.org/2/nobelPrize/che/1967,233,Manfred Eigen,1
1967,Chemistry,The Nobel Prize in Chemistry,1967-10-30,320000,3221232,https://api.nobelprize.org/2/nobelPrize/che/1967,234,Ronald G.W. Norrish,2
1967,Chemistry,The Nobel Prize in Chemistry,1967-10-30,320000,3221232,https://api.nobelprize.org/2/nobelPrize/che/1967,235,George Porter,3
1967,Literature,The Nobel Prize in Literature,1967-10-19,320000,3221232,https://api.nobelprize.org/2/nobelPrize/lit/1967,641,Miguel Angel Asturias,1
1967,Physics,The Nobel Prize in Physics,1967-10-30,320000,3221232,https://api.nobelprize.org/2/nobelPrize/phy/1967,88,Hans Bethe,1
1967,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1967-10-18,320000,3221232,https://api.nobelprize.org/2/nobelPrize/med/1967,385,Ragnar Granit,1
1967,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1967-10-18,320000,3221232,https://api.nobelprize.org/2/nobelPrize/med/1967,386,Keffer Hartline,2
1967,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1967-10-18,320000,3221232,https://api.nobelprize.org/2/nobelPrize/med/1967,387,George Wald,3
1968,Chemistry,The Nobel Prize in Chemistry,1968-10-30,350000,3457674,https://api.nobelprize.org/2/nobelPrize/che/1968,236,Lars Onsager,1
1968,Literature,The Nobel Prize in Literature,1968-10-17,350000,3457674,https://api.nobelprize.org/2/nobelPrize/lit/1968,642,Yasunari Kawabata,1
1968,Peace,The Nobel Peace Prize,1968-10-09,350000,3457674,https://api.nobelprize.org/2/nobelPrize/pea/1968,526,René Cassin,1
1968,Physics,The Nobel Prize in Physics,1968-10-30,350000,3457674,https://api.nobelprize.org/2/nobelPrize/phy/1968,89,Luis Alvarez,1
1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1968-10-16,350000,3457674,https://api.nobelprize.org/2/nobelPrize/med/1968,388,Robert W. Holley,1
1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1968-10-16,350000,3457674,https://api.nobelprize.org/2/nobelPrize/med/1968,389,H. Gobind Khorana,2
1968,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1968-10-16,350000,3457674,https://api.nobelprize.org/2/nobelPrize/med/1968,390,Marshall W. Nirenberg,3
1969,Chemistry,The Nobel Prize in Chemistry,1969-10-30,375000,3604072,https://api.nobelprize.org/2/nobelPrize/che/1969,237,Derek Barton,1
1969,Chemistry,The Nobel Prize in Chemistry,1969-10-30,375000,3604072,https://api.nobelprize.org/2/nobelPrize/che/1969,238,Odd Hassel,2
1969,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1969-10-27,375000,3604072,https://api.nobelprize.org/2/nobelPrize/eco/1969,677,Ragnar Frisch,1
1969,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1969-10-27,375000,3604072,https://api.nobelprize.org/2/nobelPrize/eco/1969,678,Jan Tinbergen,2
1969,Literature,The Nobel Prize in Literature,1969-10-23,375000,3604072,https://api.nobelprize.org/2/nobelPrize/lit/1969,643,Samuel Beckett,1
1969,Peace,The Nobel Peace Prize,1969-10-20,375000,3604072,https://api.nobelprize.org/2/nobelPrize/pea/1969,527,,1
1969,Physics,The Nobel Prize in Physics,1969-10-30,375000,3604072,https://api.nobelprize.org/2/nobelPrize/phy/1969,90,Murray Gell-Mann,1
1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1969-10-16,375000,3604072,https://api.nobelprize.org/2/nobelPrize/med/1969,391,Max Delbrück,1
1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1969-10-16,375000,3604072,https://api.nobelprize.org/2/nobelPrize/med/1969,392,Alfred D. Hershey,2
1969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1969-10-16,375000,3604072,https://api.nobelprize.org/2/nobelPrize/med/1969,393,Salvador E. Luria,3
1970,Chemistry,The Nobel Prize in Chemistry,1970-10-27,400000,3600000,https://api.nobelprize.org/2/nobelPrize/che/1970,239,Luis Leloir,1
1970,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1970-10-26,400000,3600000,https://api.nobelprize.org/2/nobelPrize/eco/1970,679,Paul A. Samuelson,1
1970,Literature,The Nobel Prize in Literature,1970-10-08,400000,3600000,https://api.nobelprize.org/2/nobelPrize/lit/1970,644,Aleksandr Solzhenitsyn,1
1970,Peace,The Nobel Peace Prize,1970-10-21,400000,3600000,https://api.nobelprize.org/2/nobelPrize/pea/1970,528,Norman Borlaug,1
1970,Physics,The Nobel Prize in Physics,1970-10-27,400000,3600000,https://api.nobelprize.org/2/nobelPrize/phy/1970,91,Hannes Alfvén,1
1970,Physics,The Nobel Prize in Physics,1970-10-27,400000,3600000,https://api.nobelprize.org/2/nobelPrize/phy/1970,92,Louis Néel,2
1970,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1970-10-15,400000,3600000,https://api.nobelprize.org/2/nobelPrize/med/1970,394,Sir Bernard Katz,1
1970,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1970-10-15,400000,3600000,https://api.nobelprize.org/2/nobelPrize/med/1970,395,Ulf von Euler,2
1970,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1970-10-15,400000,3600000,https://api.nobelprize.org/2/nobelPrize/med/1970,396,Julius Axelrod,3
1971,Chemistry,The Nobel Prize in Chemistry,1971-11-02,450000,3762992,https://api.nobelprize.org/2/nobelPrize/che/1971,240,Gerhard Herzberg,1
1971,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1971-10-15,450000,3762992,https://api.nobelprize.org/2/nobelPrize/eco/1971,680,Simon Kuznets,1
1971,Literature,The Nobel Prize in Literature,1971-10-21,450000,3762992,https://api.nobelprize.org/2/nobelPrize/lit/1971,645,Pablo Neruda,1
1971,Peace,The Nobel Peace Prize,1971-10-21,450000,3762992,https://api.nobelprize.org/2/nobelPrize/pea/1971,529,Willy Brandt,1
1971,Physics,The Nobel Prize in Physics,1971-11-02,450000,3762992,https://api.nobelprize.org/2/nobelPrize/phy/1971,93,Dennis Gabor,1
1971,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1971-10-14,450000,3762992,https://api.nobelprize.org/2/nobelPrize/med/1971,397,"Earl W. Sutherland, Jr.",1
1972,Chemistry,The Nobel Prize in Chemistry,1972-10-20,480000,3790037,https://api.nobelprize.org/2/nobelPrize/che/1972,241,Christian Anfinsen,1
1972,Chemistry,The Nobel Prize in Chemistry,1972-10-20,480000,3790037,https://api.nobelprize.org/2/nobelPrize/che/1972,242,Stanford Moore,2
1972,Chemistry,The Nobel Prize in Chemistry,1972-10-20,480000,3790037,https://api.nobelprize.org/2/nobelPrize/che/1972,243,William H. Stein,3
1972,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1972-10-25,480000,3790037,https://api.nobelprize.org/2/nobelPrize/eco/1972,681,John R. Hicks,1
1972,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1972-10-25,480000,3790037,https://api.nobelprize.org/2/nobelPrize/eco/1972,682,Kenneth J. Arrow,2
1972,Literature,The Nobel Prize in Literature,1972-10-19,480000,3790037,https://api.nobelprize.org/2/nobelPrize/lit/1972,647,Heinrich Böll,1
1972,Physics,The Nobel Prize in Physics,1972-10-20,480000,3790037,https://api.nobelprize.org/2/nobelPrize/phy/1972,66,John Bardeen,1
1972,Physics,The Nobel Prize in Physics,1972-10-20,480000,3790037,https://api.nobelprize.org/2/nobelPrize/phy/1972,95,Leon N. Cooper,2
1972,Physics,The Nobel Prize in Physics,1972-10-20,480000,3790037,https://api.nobelprize.org/2/nobelPrize/phy/1972,96,Robert Schrieffer,3
1972,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1972-10-12,480000,3790037,https://api.nobelprize.org/2/nobelPrize/med/1972,398,Gerald M. Edelman,1
1972,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1972-10-12,480000,3790037,https://api.nobelprize.org/2/nobelPrize/med/1972,399,Rodney R. Porter,2
1973,Chemistry,The Nobel Prize in Chemistry,1973-10-23,510000,3774355,https://api.nobelprize.org/2/nobelPrize/che/1973,244,Ernst Otto Fischer,1
1973,Chemistry,The Nobel Prize in Chemistry,1973-10-23,510000,3774355,https://api.nobelprize.org/2/nobelPrize/che/1973,245,Geoffrey Wilkinson,2
1973,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1973-10-18,510000,3774355,https://api.nobelprize.org/2/nobelPrize/eco/1973,683,Wassily Leontief,1
1973,Literature,The Nobel Prize in Literature,1973-10-25,510000,3774355,https://api.nobelprize.org/2/nobelPrize/lit/1973,648,Patrick White,1
1973,Peace,The Nobel Peace Prize,1973-10-17,510000,3774355,https://api.nobelprize.org/2/nobelPrize/pea/1973,530,Henry Kissinger,1
1973,Peace,The Nobel Peace Prize,1973-10-17,510000,3774355,https://api.nobelprize.org/2/nobelPrize/pea/1973,531,Le Duc Tho ,2
1973,Physics,The Nobel Prize in Physics,1973-10-23,510000,3774355,https://api.nobelprize.org/2/nobelPrize/phy/1973,97,Leo Esaki,1
1973,Physics,The Nobel Prize in Physics,1973-10-23,510000,3774355,https://api.nobelprize.org/2/nobelPrize/phy/1973,98,Ivar Giaever,2
1973,Physics,The Nobel Prize in Physics,1973-10-23,510000,3774355,https://api.nobelprize.org/2/nobelPrize/phy/1973,99,Brian D. Josephson,3
1973,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1973-10-11,510000,3774355,https://api.nobelprize.org/2/nobelPrize/med/1973,400,Karl von Frisch,1
1973,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1973-10-11,510000,3774355,https://api.nobelprize.org/2/nobelPrize/med/1973,401,Konrad Lorenz,2
1973,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1973-10-11,510000,3774355,https://api.nobelprize.org/2/nobelPrize/med/1973,402,Nikolaas Tinbergen,3
1974,Chemistry,The Nobel Prize in Chemistry,1974-10-15,550000,3696835,https://api.nobelprize.org/2/nobelPrize/che/1974,246,Paul J. Flory,1
1974,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1974-10-09,550000,3696835,https://api.nobelprize.org/2/nobelPrize/eco/1974,684,Gunnar Myrdal,1
1974,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1974-10-09,550000,3696835,https://api.nobelprize.org/2/nobelPrize/eco/1974,685,Friedrich von Hayek,2
1974,Literature,The Nobel Prize in Literature,1974-10-03,550000,3696835,https://api.nobelprize.org/2/nobelPrize/lit/1974,649,Eyvind Johnson,1
1974,Literature,The Nobel Prize in Literature,1974-10-03,550000,3696835,https://api.nobelprize.org/2/nobelPrize/lit/1974,650,Harry Martinson,2
1974,Peace,The Nobel Peace Prize,1974-10-09,550000,3696835,https://api.nobelprize.org/2/nobelPrize/pea/1974,532,Seán MacBride,1
1974,Peace,The Nobel Peace Prize,1974-10-09,550000,3696835,https://api.nobelprize.org/2/nobelPrize/pea/1974,533,Eisaku Satō,2
1974,Physics,The Nobel Prize in Physics,1974-10-15,550000,3696835,https://api.nobelprize.org/2/nobelPrize/phy/1974,100,Martin Ryle,1
1974,Physics,The Nobel Prize in Physics,1974-10-15,550000,3696835,https://api.nobelprize.org/2/nobelPrize/phy/1974,101,Antony Hewish,2
1974,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1974-10-10,550000,3696835,https://api.nobelprize.org/2/nobelPrize/med/1974,403,Albert Claude,1
1974,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1974-10-10,550000,3696835,https://api.nobelprize.org/2/nobelPrize/med/1974,404,Christian de Duve,2
1974,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1974-10-10,550000,3696835,https://api.nobelprize.org/2/nobelPrize/med/1974,405,George E. Palade,3
1975,Chemistry,The Nobel Prize in Chemistry,1975-10-17,630000,3856254,https://api.nobelprize.org/2/nobelPrize/che/1975,247,John Cornforth,1
1975,Chemistry,The Nobel Prize in Chemistry,1975-10-17,630000,3856254,https://api.nobelprize.org/2/nobelPrize/che/1975,248,Vladimir Prelog,2
1975,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1975-10-14,630000,3856254,https://api.nobelprize.org/2/nobelPrize/eco/1975,686,Leonid Vitaliyevich Kantorovich,1
1975,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1975-10-14,630000,3856254,https://api.nobelprize.org/2/nobelPrize/eco/1975,687,Tjalling C. Koopmans,2
1975,Literature,The Nobel Prize in Literature,1975-10-23,630000,3856254,https://api.nobelprize.org/2/nobelPrize/lit/1975,651,Eugenio Montale,1
1975,Peace,The Nobel Peace Prize,1975-10-09,630000,3856254,https://api.nobelprize.org/2/nobelPrize/pea/1975,534,Andrei Sakharov,1
1975,Physics,The Nobel Prize in Physics,1975-10-17,630000,3856254,https://api.nobelprize.org/2/nobelPrize/phy/1975,102,Aage N. Bohr,1
1975,Physics,The Nobel Prize in Physics,1975-10-17,630000,3856254,https://api.nobelprize.org/2/nobelPrize/phy/1975,103,Ben R. Mottelson,2
1975,Physics,The Nobel Prize in Physics,1975-10-17,630000,3856254,https://api.nobelprize.org/2/nobelPrize/phy/1975,104,James Rainwater,3
1975,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1975-10-16,630000,3856254,https://api.nobelprize.org/2/nobelPrize/med/1975,406,David Baltimore,1
1975,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1975-10-16,630000,3856254,https://api.nobelprize.org/2/nobelPrize/med/1975,407,Renato Dulbecco,2
1975,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1975-10-16,630000,3856254,https://api.nobelprize.org/2/nobelPrize/med/1975,408,Howard M. Temin,3
1976,Chemistry,The Nobel Prize in Chemistry,1976-10-18,681000,3786503,https://api.nobelprize.org/2/nobelPrize/che/1976,249,William Lipscomb,1
1976,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1976-10-14,681000,3786503,https://api.nobelprize.org/2/nobelPrize/eco/1976,688,Milton Friedman,1
1976,Literature,The Nobel Prize in Literature,1976-10-21,681000,3786503,https://api.nobelprize.org/2/nobelPrize/lit/1976,652,Saul Bellow,1
1976,Peace,The Nobel Peace Prize,1977-10-10,681000,3786503,https://api.nobelprize.org/2/nobelPrize/pea/1976,535,Betty Williams,1
1976,Peace,The Nobel Peace Prize,1977-10-10,681000,3786503,https://api.nobelprize.org/2/nobelPrize/pea/1976,536,Mairead Corrigan,2
1976,Physics,The Nobel Prize in Physics,1976-10-18,681000,3786503,https://api.nobelprize.org/2/nobelPrize/phy/1976,105,Burton Richter,1
1976,Physics,The Nobel Prize in Physics,1976-10-18,681000,3786503,https://api.nobelprize.org/2/nobelPrize/phy/1976,106,Samuel C.C. Ting,2
1976,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1976-10-14,681000,3786503,https://api.nobelprize.org/2/nobelPrize/med/1976,409,Baruch S. Blumberg,1
1976,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1976-10-14,681000,3786503,https://api.nobelprize.org/2/nobelPrize/med/1976,410,D. Carleton Gajdusek,2
1977,Chemistry,The Nobel Prize in Chemistry,1977-10-11,700000,3490141,https://api.nobelprize.org/2/nobelPrize/che/1977,250,Ilya Prigogine,1
1977,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1977-10-14,700000,3490141,https://api.nobelprize.org/2/nobelPrize/eco/1977,689,Bertil Ohlin,1
1977,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1977-10-14,700000,3490141,https://api.nobelprize.org/2/nobelPrize/eco/1977,690,James E. Meade,2
1977,Literature,The Nobel Prize in Literature,1977-10-06,700000,3490141,https://api.nobelprize.org/2/nobelPrize/lit/1977,653,Vicente Aleixandre,1
1977,Peace,The Nobel Peace Prize,1977-10-10,700000,3490141,https://api.nobelprize.org/2/nobelPrize/pea/1977,537,,1
1977,Physics,The Nobel Prize in Physics,1977-10-11,700000,3490141,https://api.nobelprize.org/2/nobelPrize/phy/1977,107,Philip W. Anderson,1
1977,Physics,The Nobel Prize in Physics,1977-10-11,700000,3490141,https://api.nobelprize.org/2/nobelPrize/phy/1977,108,Sir Nevill F. Mott,2
1977,Physics,The Nobel Prize in Physics,1977-10-11,700000,3490141,https://api.nobelprize.org/2/nobelPrize/phy/1977,109,John H. Van Vleck,3
